"id","venue","race_number","horse_name","horse_number","barrier","jockey","trainer","odds_open","odds_flag","odds_fixed_close","odds_tote","odds_place","move_percent","scratchings","result","created_at","updated_at"
8901,"Ballarat",9,"Straviera",12,5,"G Cartwright","Henry Dwyer",7.50,5.00,4.40,4.88,1.65,6.67,4,1,"2018-01-14 06:45:05","2018-01-14 06:45:05"
8902,"Sunshine Coast",7,"Bold Avenue",2,9,"R Wiggins","G K Taylor",7.50,4.80,4.80,0.00,1.75,7.50,2,NULL,"2018-01-14 06:50:05","2018-01-14 06:50:05"
8903,"Pinjarra",5,"Aconite",8,5,"M Clark","Brett Pope",5.50,4.00,4.20,0.00,1.40,6.82,1,NULL,"2018-01-14 06:55:05","2018-01-14 06:55:05"
8904,"Pinjarra",6,"Sugar Cain",12,6,"W Pike","G & A Williams",7.50,4.80,4.60,0.00,1.70,7.50,0,3,"2018-01-14 07:30:05","2018-01-14 07:30:05"
8905,"Pinjarra",7,"Rare Coin",3,6,"T Turner","Brett Pope",3.70,3.10,2.80,0.00,1.35,5.23,1,NULL,"2018-01-14 08:00:06","2018-01-14 08:00:06"
8906,"Pinjarra",8,"Flower Of Scotland",5,6,"T Ikenushi","Ms P Kenney",4.20,3.40,3.20,0.00,1.35,5.60,1,4,"2018-01-14 08:30:06","2018-01-14 08:30:06"
8907,"Taree",1,"Demoralising",5,5,"M Paget","M J Robinson",23.00,9.50,15.00,0.00,5.00,6.18,1,2,"2018-01-15 03:00:02","2018-01-15 03:00:02"
8908,"Nowra",1,"Enterprise Mount",1,3,"J Grisedale","K J Parker",4.40,3.40,3.80,0.00,1.35,6.68,2,NULL,"2018-01-15 03:20:03","2018-01-15 03:20:03"
8909,"Nowra",2,"Pirellone",10,7,"K O'hara","R & L Price",51.00,11.00,15.00,14.33,3.40,7.13,1,1,"2018-01-15 04:00:02","2018-01-15 04:00:02"
8910,"Nowra",3,"Take Time To Chill",13,2,"K O'hara","J C Coyle",4.20,3.20,3.40,0.00,1.40,7.44,8,4,"2018-01-15 04:35:02","2018-01-15 04:35:02"
8911,"Taree",4,"Cheers Joyce",8,2,"S Lisnyy","A G Scorse",6.00,4.20,3.40,0.00,1.35,7.14,3,NULL,"2018-01-15 04:50:02","2018-01-15 04:50:02"
8912,"Nowra",4,"Fantasy Belle",8,4,"W Costin","G W Murray",15.00,6.50,10.00,0.00,2.25,8.72,2,NULL,"2018-01-15 05:05:03","2018-01-15 05:05:03"
8913,"Taree",5,"Alot Like Home",2,9,"J Oliver","Steven Fell",6.00,4.20,4.00,4.57,1.50,7.14,0,1,"2018-01-15 05:25:03","2018-01-15 05:25:03"
8914,"Nowra",5,"Element Of Luck",12,9,"Jess Taylor","Ms T Bateup",15.00,8.50,10.00,0.00,2.80,5.10,3,4,"2018-01-15 05:50:02","2018-01-15 05:50:02"
8915,"Taree",7,"Mosgiel Lucy",7,12,"B Looker","M J Robinson",12.00,6.50,7.50,0.00,2.15,7.05,0,3,"2018-01-15 06:45:03","2018-01-15 06:45:03"
8916,"Nowra",7,"Arlington Magic",13,6,"J Grisedale","K J Parker",18.00,8.50,13.00,0.00,3.00,6.21,5,3,"2018-01-15 07:05:02","2018-01-15 07:05:02"
8917,"Reefton",3,"To Love You",6,1,"L Callaway","D B Frye",6.50,4.20,4.40,0.00,1.75,8.42,6,NULL,"2018-01-15 23:35:03","2018-01-15 23:35:03"
8918,"Reefton",7,"Sensibility",6,11,"L Callaway","K & L Rae & K Williams-Tuhoro",6.50,4.60,3.50,3.70,1.50,6.35,5,1,"2018-01-16 01:55:03","2018-01-16 01:55:03"
8919,"Gunnedah",1,"Emily's Song",10,6,"C Van Der Werf","M K Mason",18.00,9.00,7.50,0.00,1.90,5.56,2,NULL,"2018-01-16 02:20:02","2018-01-16 02:20:02"
8920,"Gunnedah",2,"Landuar",1,4,"J Pracey-Holmes","Brett Thompson",4.60,3.60,2.40,0.00,1.12,6.04,0,2,"2018-01-16 02:55:02","2018-01-16 02:55:02"
8921,"Gunnedah",3,"Dylan's Star",3,4,"J Oliver","Mark Hatch",8.50,5.50,8.50,0.00,1.70,6.42,3,NULL,"2018-01-16 03:30:03","2018-01-16 03:30:03"
8922,"Ballarat",4,"Another Mccloud",1,5,"B Rawiller","Luke Oliver",5.50,3.80,3.40,0.00,1.35,8.13,3,3,"2018-01-16 04:05:03","2018-01-16 04:05:03"
8923,"Gunnedah",4,"Cristal Lulu",3,4,"M Paget","P H Bloomfield",5.50,4.00,3.00,0.00,1.40,6.82,4,2,"2018-01-16 04:15:03","2018-01-16 04:15:03"
8924,"Townsville",3,"Sheer Persistence",5,3,"W D'avila","T Button",12.00,6.50,5.00,4.46,1.90,7.05,0,1,"2018-01-16 04:30:03","2018-01-16 04:30:03"
8925,"Ballarat",5,"Callisto Moon",2,3,"B Rawiller","Luke Oliver",6.00,4.00,4.60,0.00,1.85,8.33,6,2,"2018-01-16 04:35:03","2018-01-16 04:35:03"
8926,"Gunnedah",5,"Ayda",3,6,"B Hodder","G L Woodward",7.00,5.00,6.50,0.00,2.10,5.71,5,2,"2018-01-16 04:50:03","2018-01-16 04:50:03"
8927,"Townsville",4,"Bocage",7,9,"B Thomson","William Kenning",9.00,5.50,3.80,0.00,1.55,7.07,0,4,"2018-01-16 05:10:04","2018-01-16 05:10:04"
8928,"Gunnedah",6,"Anarchy Rock",11,12,"M Weir","Ms J Clement",9.50,6.00,13.00,0.00,3.00,6.14,4,NULL,"2018-01-16 05:25:04","2018-01-16 05:25:04"
8929,"Ballarat",7,"Wanna Be Good",10,7,"J Childs","Archie Alexander",10.00,6.50,8.50,0.00,2.80,5.38,1,NULL,"2018-01-16 05:40:04","2018-01-16 05:40:04"
8930,"Gunnedah",7,"Exilia Miss",10,5,"B Looker","Stirling Osland",8.50,5.00,5.50,0.00,2.05,8.24,2,3,"2018-01-16 06:05:03","2018-01-16 06:05:03"
8931,"Townsville",6,"American Hero",6,1,"B Thomson","Andrew Cameron",6.50,4.80,4.80,0.00,1.75,5.45,1,4,"2018-01-16 06:20:04","2018-01-16 06:20:04"
8932,"Gunnedah",8,"Liberty Park",15,2,"B Looker","Mark Schmetzer",9.00,6.00,3.60,0.00,1.65,5.56,4,2,"2018-01-16 06:40:04","2018-01-16 06:40:04"
8933,"Moe",1,"Restore",3,10,"J Mott","K M Keys",16.00,8.50,4.00,0.00,1.55,5.51,0,NULL,"2018-01-17 01:40:03","2018-01-17 01:40:03"
8934,"Moe",2,"Chiyou",13,3,"M Dee","M G Price",5.00,3.00,4.00,0.00,1.40,13.33,7,3,"2018-01-17 02:05:03","2018-01-17 02:05:03"
8935,"Moe",3,"Mint On Moseley",4,12,"L Meech","G A Osborne",6.50,4.40,3.00,2.89,1.30,7.34,1,1,"2018-01-17 02:35:03","2018-01-17 02:35:03"
8936,"Warwick Farm",1,"Grand Theft Auto",6,5,"R King","Edward O'rourke",18.00,9.00,11.00,0.00,4.20,5.56,0,NULL,"2018-01-17 02:40:04","2018-01-17 02:40:04"
8937,"Ipswich",2,"Don't Leave Me Out",4,2,"Ron Stewart","R L Heathcote",5.00,3.60,2.40,0.00,1.40,7.78,2,2,"2018-01-17 03:00:03","2018-01-17 03:00:03"
8938,"Moe",4,"Nothingbutadreamer",10,3,"J Mcneil","Anthony Freedman",10.00,5.00,4.80,0.00,1.50,10.00,2,3,"2018-01-17 03:10:03","2018-01-17 03:10:03"
8939,"Warwick Farm",2,"Condor",1,10,"Corey Brown","P M Perry",10.00,5.50,5.50,0.00,1.85,8.18,3,2,"2018-01-17 03:20:03","2018-01-17 03:20:03"
8940,"Warwick Farm",3,"Moccasin Miss",7,1,"T Clark","G Portelli",4.40,3.20,2.60,0.00,1.26,8.52,0,3,"2018-01-17 03:55:04","2018-01-17 03:55:04"
8941,"Moe",6,"Tennaya",6,7,"B Higgins","Ms C Alderson",4.00,3.20,3.60,0.00,1.50,6.25,1,3,"2018-01-17 04:05:04","2018-01-17 04:05:04"
8942,"Ipswich",4,"Choux Mania",13,10,"R Fradd","M J Dunn",7.50,5.00,7.00,0.00,2.25,6.67,4,4,"2018-01-17 04:15:03","2018-01-17 04:15:03"
8943,"Strathalbyn",3,"Toffee Bell",12,8,"J Toeroek","Alexander Justice",6.50,3.20,3.60,0.00,1.35,15.87,1,NULL,"2018-01-17 04:15:03","2018-01-17 04:15:03"
8944,"Warwick Farm",4,"Uno Best",6,1,"Jess Taylor","Ms T Bateup",8.00,5.00,3.80,0.00,1.45,7.50,3,NULL,"2018-01-17 04:30:04","2018-01-17 04:30:04"
8945,"Moe",7,"Inkulu",9,10,"B Park","L Xuereb",10.00,5.50,0.00,0.00,0.00,8.18,0,NULL,"2018-01-17 04:40:03","2018-01-17 04:40:03"
8946,"Strathalbyn",4,"She's A Tracker",10,12,"J Kah","Tony Mcevoy",5.50,4.20,3.80,0.00,1.45,5.63,0,4,"2018-01-17 04:50:03","2018-01-17 04:50:03"
8947,"Ipswich",5,"Escapado",2,10,"B Stewart","Marcus Wilson",6.50,4.00,4.00,0.00,1.45,9.62,4,NULL,"2018-01-17 04:50:04","2018-01-17 04:50:04"
8948,"Warwick Farm",5,"Tahsin",9,1,"B Mcdougall","John Thompson",9.50,4.20,4.40,3.41,1.60,13.28,2,1,"2018-01-17 05:10:03","2018-01-17 05:10:03"
8949,"Strathalbyn",5,"Gargamel",1,8,"J Bowditch","Ms E Hubbard",8.00,5.50,6.00,0.00,1.65,5.68,0,3,"2018-01-17 05:15:03","2018-01-17 05:15:03"
8950,"Caulfield",1,"Masuta",8,11,"R Maloney","Nick Ryan",9.50,4.80,4.80,0.00,1.90,10.31,3,2,"2018-01-17 05:35:04","2018-01-17 05:35:04"
8951,"Strathalbyn",6,"Aspalis",4,6,"J Kah","J F Macmillan",6.50,4.60,4.60,0.00,1.90,6.35,2,2,"2018-01-17 05:50:05","2018-01-17 05:50:05"
8952,"Warwick Farm",6,"Vinnie Power",8,8,"B Spriggs","John Thompson",8.50,5.00,4.80,0.00,1.75,8.24,3,3,"2018-01-17 05:50:05","2018-01-17 05:50:05"
8953,"Caulfield",2,"Lucky Cat",3,10,"D Lane","D K Weir",7.00,3.80,5.50,0.00,2.10,12.03,3,3,"2018-01-17 06:10:03","2018-01-17 06:10:03"
8954,"Ipswich",7,"Bimini Road",4,8,"Ron Stewart","R L Heathcote",7.00,4.60,4.40,0.00,1.75,7.45,3,2,"2018-01-17 06:10:04","2018-01-17 06:10:04"
8955,"Strathalbyn",7,"Svetlana's Arrow",6,11,"V Wong","K M Sweeney",8.50,5.50,6.00,0.00,2.00,6.42,0,NULL,"2018-01-17 06:20:03","2018-01-17 06:20:03"
8956,"Warwick Farm",7,"Time Out Of Mind",4,3,"B Avdulla","K A Lees",6.50,4.20,8.00,0.00,1.80,8.42,5,NULL,"2018-01-17 06:25:05","2018-01-17 06:25:05"
8957,"Ipswich",8,"Adjourned",12,2,"R Williams","Lincoln Shayler",17.00,6.50,7.00,6.25,2.30,9.50,1,1,"2018-01-17 06:50:05","2018-01-17 06:50:05"
8958,"Caulfield",4,"Dangle Lad",8,4,"J Childs","P A Preusker",21.00,9.50,15.00,0.00,3.60,5.76,2,4,"2018-01-17 07:10:05","2018-01-17 07:10:05"
8959,"Ascot",3,"Shirasca",10,2,"Jason Brown","J P Taylor",5.50,3.80,3.20,0.00,1.40,8.13,2,NULL,"2018-01-17 07:10:06","2018-01-17 07:10:06"
8960,"Caulfield",5,"Deecember",11,4,"J Huxtable","J A Mclean",14.00,8.00,8.50,0.00,2.70,5.36,3,NULL,"2018-01-17 07:35:06","2018-01-17 07:35:06"
8961,"Launceston",1,"Fearless Filou",11,13,"B Muhcu","Adrian Duggan",16.00,8.00,15.00,0.00,3.80,6.25,1,NULL,"2018-01-17 07:55:05","2018-01-17 07:55:05"
8962,"Caulfield",6,"Coram",6,7,"Craig Williams","Robert Hickmott",14.00,7.50,7.50,0.00,2.40,6.19,2,NULL,"2018-01-17 08:05:06","2018-01-17 08:05:06"
8963,"Ascot",5,"Hot Bresa",1,6,"J Azzopardi","D R Harrison",11.00,6.00,6.00,0.00,2.15,7.58,1,NULL,"2018-01-17 08:20:06","2018-01-17 08:20:06"
8964,"Launceston",2,"Westerly Haze",2,4,"B Muhcu","P H Luttrell",6.50,4.80,6.00,0.00,2.20,5.45,5,4,"2018-01-17 08:25:05","2018-01-17 08:25:05"
8965,"Ascot",6,"Dusha Zachistki",5,2,"W Pike","Kieran Mcdonagh",7.00,5.00,4.00,0.00,1.65,5.71,4,NULL,"2018-01-17 08:45:06","2018-01-17 08:45:06"
8966,"Launceston",3,"It's A Battle",1,13,"C Graham","Barry Campbell",4.40,3.40,3.40,0.00,1.60,6.68,0,2,"2018-01-17 08:55:05","2018-01-17 08:55:05"
8967,"Caulfield",8,"Classic Diva",9,9,"C Caserta","R D Griffiths",9.50,6.00,6.50,7.09,2.30,6.14,3,1,"2018-01-17 09:05:06","2018-01-17 09:05:06"
8968,"Ascot",7,"Paris Texas",2,5,"Jarrad Noske","L Smith",3.70,3.00,2.90,0.00,1.40,6.31,3,2,"2018-01-17 09:20:06","2018-01-17 09:20:06"
8969,"Launceston",4,"Gee Gees Queenie",10,1,"S Carr","S Gandy",4.60,3.70,3.80,0.00,1.60,5.29,3,2,"2018-01-17 09:35:06","2018-01-17 09:35:06"
8970,"Launceston",5,"Geegees Brightstar",4,9,"A Ismadi","R Seymour",11.00,7.00,8.50,0.00,2.50,5.19,0,3,"2018-01-17 10:10:07","2018-01-17 10:10:07"
8971,"Launceston",6,"Datuk Zadragon",3,10,"A Darmanin","Ms R Mangan",26.00,9.50,8.50,0.00,2.40,6.68,5,3,"2018-01-17 10:40:07","2018-01-17 10:40:07"
8972,"Launceston",7,"Boltoutoftheblue",4,6,"A Darmanin","Adam Trinder",9.50,5.00,4.60,4.99,1.70,9.47,0,1,"2018-01-17 11:05:06","2018-01-17 11:05:06"
8973,"Launceston",8,"Elwick Eddie",6,1,"S Tsaikos","Brendan Mcshane",10.00,6.50,8.00,0.00,2.00,5.38,1,4,"2018-01-17 11:40:07","2018-01-17 11:40:07"
8974,"Kilmore",1,"Chur Bro",3,1,"J Childs","Ms A Johnston",26.00,11.00,13.00,0.00,2.90,5.24,0,NULL,"2018-01-17 23:55:03","2018-01-17 23:55:03"
8975,"Penola",4,"Visual Image",8,1,"E Finnegan","Ned Walker",4.40,3.60,3.80,3.31,1.60,5.05,1,1,"2018-01-18 01:15:03","2018-01-18 01:15:03"
8976,"Penola",5,"Scroll",9,6,"S Fawke","Trevor White",21.00,10.00,17.00,0.00,3.60,5.24,0,3,"2018-01-18 01:45:03","2018-01-18 01:45:03"
8977,"Kilmore",5,"Purple Crown",7,8,"J Eaton","R J Linnell",7.50,4.80,5.00,0.00,1.50,7.50,0,4,"2018-01-18 02:05:03","2018-01-18 02:05:03"
8978,"Albury",1,"Aquamosa",9,1,"L Grace","Matthew Dale",5.50,3.50,3.20,0.00,1.45,10.39,4,NULL,"2018-01-18 02:15:03","2018-01-18 02:15:03"
8979,"Kilmore",6,"Moncarta",5,5,"C Parish","B A Gentle",51.00,13.00,8.00,0.00,1.75,5.73,3,NULL,"2018-01-18 02:45:03","2018-01-18 02:45:03"
8980,"Penola",7,"Woakwine",3,3,"D Tourneur","Jamie Opperman",23.00,9.50,11.00,0.00,2.80,6.18,1,NULL,"2018-01-18 03:05:03","2018-01-18 03:05:03"
8981,"Kilmore",7,"Vegas Boulevard",4,6,"J Fry","Ms R Hoysted",9.50,4.60,3.80,3.94,1.50,11.21,1,1,"2018-01-18 03:15:03","2018-01-18 03:15:03"
8982,"Albury",3,"Mr Fergus",3,6,"N Souquet","C D Widdison",6.00,3.80,3.00,2.89,1.35,9.65,2,1,"2018-01-18 03:25:04","2018-01-18 03:25:04"
8983,"Penola",8,"Waterberg",9,2,"Kate Walters","Wayne Walters",31.00,11.00,8.00,0.00,2.70,5.87,1,NULL,"2018-01-18 03:35:03","2018-01-18 03:35:03"
8984,"Gosford",2,"Lieutenant Dan",2,4,"Corey Brown","David Pfieffer",7.50,3.40,6.50,0.00,2.50,16.08,3,4,"2018-01-18 03:40:04","2018-01-18 03:40:04"
8985,"Rockhampton",2,"Daunting Queen",3,7,"Q Krogh","Ms M Hassam",13.00,5.50,9.00,0.00,2.90,10.49,0,NULL,"2018-01-18 03:45:03","2018-01-18 03:45:03"
8986,"Albury",4,"I'm Peter",9,6,"C Macfarlane","P F Maher",6.50,4.00,4.60,4.99,1.50,9.62,3,1,"2018-01-18 04:00:03","2018-01-18 04:00:03"
8987,"Gosford",3,"Heartaches",9,1,"T Clark","Brad Widdup",14.00,8.00,7.00,0.00,2.25,5.36,0,NULL,"2018-01-18 04:15:04","2018-01-18 04:15:04"
8988,"Albury",5,"Chastity Strikes",10,9,"B Sweeney","S Spackman",9.50,4.80,4.80,0.00,1.85,10.31,4,NULL,"2018-01-18 04:40:04","2018-01-18 04:40:04"
8989,"Gosford",4,"Venture Capital",9,2,"J Innes","G A Ryan",13.00,7.50,13.00,0.00,2.05,5.64,1,3,"2018-01-18 04:50:04","2018-01-18 04:50:04"
8990,"Albury",6,"Wednesday Warrior",7,1,"K Nisbet","P A Sweeney",12.00,6.50,5.00,0.00,1.80,7.05,0,NULL,"2018-01-18 05:15:03","2018-01-18 05:15:03"
8991,"Gosford",5,"Island Missile",1,7,"H Bowman","P & P Snowden",4.40,3.00,2.70,0.00,1.35,10.61,1,2,"2018-01-18 05:30:04","2018-01-18 05:30:04"
8992,"Rockhampton",5,"Rapt In Black",4,7,"S Sheargold","J S O'shea",12.00,7.00,4.40,0.00,1.60,5.95,1,4,"2018-01-18 05:40:04","2018-01-18 05:40:04"
8993,"Albury",7,"Tycoon",3,5,"L King","S S Cunningham",13.00,5.50,3.40,0.00,1.50,10.49,2,NULL,"2018-01-18 05:50:04","2018-01-18 05:50:04"
8994,"Gosford",6,"Singing",6,9,"G Schofield","K A Lees",4.60,3.00,2.90,2.99,1.30,11.59,0,1,"2018-01-18 06:10:03","2018-01-18 06:10:03"
8995,"Rockhampton",6,"Crimson Star",7,4,"E Smith","D W Gardiner",34.00,9.00,8.50,0.00,2.40,8.17,0,3,"2018-01-18 06:15:05","2018-01-18 06:15:05"
8996,"Gosford",7,"Barricade",5,3,"Corey Brown","P H Bloomfield",6.50,4.20,11.00,0.00,3.00,8.42,3,3,"2018-01-18 06:45:05","2018-01-18 06:45:05"
8997,"Rockhampton",7,"Uncanny Reason",3,7,"W D'avila","Julieann Lancaster",23.00,10.00,11.00,14.54,2.90,5.65,1,1,"2018-01-18 07:00:05","2018-01-18 07:00:05"
8998,"Pakenham",1,"Ranger Suzie",9,8,"Chris Symons","M Ellerton & S Zahra",23.00,9.00,10.00,0.00,2.30,6.76,1,4,"2018-01-18 07:35:04","2018-01-18 07:35:04"
8999,"Bunbury",3,"It Comes Natural",3,5,"G Smith","P E Roberts",7.00,4.80,4.20,0.00,1.50,6.55,0,4,"2018-01-18 08:20:04","2018-01-18 08:20:04"
9000,"Pakenham",4,"Double The Magic",5,1,"D Lane","D K Weir",7.00,5.00,4.20,0.00,1.70,5.71,1,2,"2018-01-18 09:05:05","2018-01-18 09:05:05"
9001,"Bunbury",5,"The Stranger",2,2,"M Autier","S P Proudfoot",41.00,11.00,15.00,0.00,3.20,6.65,2,NULL,"2018-01-18 09:20:05","2018-01-18 09:20:05"
9002,"Pakenham",5,"All About Rhythm",5,1,"Dwayne Dunn","Saab Hasan",17.00,7.50,10.00,0.00,4.00,7.45,1,NULL,"2018-01-18 09:40:05","2018-01-18 09:40:05"
9003,"Bunbury",6,"Barry's Rabbit",2,6,"F Bell","B V Watkins",7.00,5.00,7.50,0.00,2.30,5.71,0,4,"2018-01-18 09:50:05","2018-01-18 09:50:05"
9004,"Pakenham",6,"Betty's Thrills",9,7,"B Stockdale","R J Stephens",23.00,10.00,15.00,0.00,3.20,5.65,2,NULL,"2018-01-18 10:05:05","2018-01-18 10:05:05"
9005,"Pakenham",7,"Yasey Sun",5,4,"B Park","John Pascoe",7.50,4.80,4.80,0.00,1.75,7.50,0,NULL,"2018-01-18 10:35:05","2018-01-18 10:35:05"
9006,"Pakenham",8,"Perfect Command",1,4,"R Maloney","R D Griffiths",5.50,3.90,3.80,0.00,1.30,7.46,3,3,"2018-01-18 11:05:06","2018-01-18 11:05:06"
9007,"Ballina",2,"Pole Volter",4,3,"A Allen","R L Lyford",6.50,4.60,4.20,4.36,1.75,6.35,4,1,"2018-01-19 03:00:03","2018-01-19 03:00:03"
9008,"Ballina",3,"Sepoy's Choice",15,9,"R Fradd","M J Dunn",8.50,5.50,8.00,6.14,1.75,6.42,5,1,"2018-01-19 03:30:03","2018-01-19 03:30:03"
9009,"Canberra",3,"Canford Lad",10,7,"K Nisbet","K Dryden & S Collings",26.00,11.00,9.50,0.00,2.40,5.24,3,NULL,"2018-01-19 03:50:02","2018-01-19 03:50:02"
9010,"Ballina",4,"Riva Encore",6,3,"L Kilner","G C Kilner",6.00,4.40,2.80,4.20,1.30,6.06,2,1,"2018-01-19 04:10:03","2018-01-19 04:10:03"
9011,"Toowoomba",3,"Flight Prince",3,2,"B Thornton","B J Smith",5.50,4.20,3.00,0.00,1.45,5.63,2,NULL,"2018-01-19 04:20:03","2018-01-19 04:20:03"
9012,"Canberra",4,"Glasgow Grey",8,9,"K Mallyon","J G Sargent",19.00,9.50,13.00,0.00,3.00,5.26,0,NULL,"2018-01-19 04:30:04","2018-01-19 04:30:04"
9013,"Ballina",5,"General Nelson",6,1,"B Stower","S J Phelps",15.00,8.50,7.00,0.00,2.50,5.10,4,3,"2018-01-19 04:45:05","2018-01-19 04:45:05"
9014,"Canberra",5,"Zambada",4,7,"R Hutchings","P J Facoory",7.50,5.00,4.00,4.04,1.45,6.67,0,1,"2018-01-19 05:10:03","2018-01-19 05:10:03"
9015,"Ballina",6,"Knotted",2,10,"J Hodge","B Witt",11.00,6.00,8.00,10.34,2.50,7.58,2,1,"2018-01-19 05:25:03","2018-01-19 05:25:03"
9016,"Toowoomba",5,"Skylight",7,2,"K Yoshida","R W Stephenson",8.50,4.60,3.00,0.00,1.35,9.97,0,4,"2018-01-19 05:35:03","2018-01-19 05:35:03"
9017,"Canberra",6,"Global Rocket",3,1,"R Hutchings","Clare Cunningham",4.40,3.30,3.60,0.00,1.30,7.58,1,3,"2018-01-19 06:00:03","2018-01-19 06:00:03"
9018,"Toowoomba",6,"Stormy Grey",7,2,"R Ride","J A Hanna",16.00,8.50,13.00,0.00,3.20,5.51,2,NULL,"2018-01-19 06:15:03","2018-01-19 06:15:03"
9019,"Canberra",7,"Croix De Vie",9,4,"P Scorse","Ms B Joseph & P A Jones",5.00,3.80,3.60,0.00,1.45,6.32,3,NULL,"2018-01-19 06:25:03","2018-01-19 06:25:03"
9020,"Esperance",3,"Black Moment",4,5,"B Kirby","P J Fernie",17.00,8.00,11.00,0.00,4.00,6.62,1,NULL,"2018-01-19 06:30:04","2018-01-19 06:30:04"
9021,"Ballina",8,"My Cousin Rhett",17,3,"L Kilner","T W Mccarthy",18.00,9.00,6.00,4.90,2.15,5.56,6,1,"2018-01-19 06:40:04","2018-01-19 06:40:04"
9022,"Toowoomba",7,"Just A Dame",5,8,"M Hellyer","T G Payne",5.50,4.00,5.50,0.00,1.85,6.82,5,NULL,"2018-01-19 06:50:05","2018-01-19 06:50:05"
9023,"Canberra",8,"The Big Boss",9,6,"K Mallyon","J G Sargent",14.00,7.00,4.80,0.00,1.70,7.14,3,3,"2018-01-19 07:00:05","2018-01-19 07:00:05"
9024,"Esperance",4,"Rhino Buster",2,3,"D Staeck","R F Brown",4.20,3.40,3.40,0.00,1.75,5.60,0,3,"2018-01-19 07:10:04","2018-01-19 07:10:04"
9025,"Canterbury",1,"Everard",6,1,"B Avdulla","K A Lees",4.40,3.60,4.20,0.00,1.50,5.05,1,NULL,"2018-01-19 07:20:04","2018-01-19 07:20:04"
9026,"Cranbourne",1,"White With One",9,6,"M Walker","D & B Hayes & T Dabernig",4.80,3.80,3.20,0.00,1.45,5.48,3,4,"2018-01-19 07:35:05","2018-01-19 07:35:05"
9027,"Esperance",5,"Any Given Time",7,8,"N Faithfull","Troy Mahood",26.00,11.00,11.00,0.00,3.00,5.24,0,NULL,"2018-01-19 07:40:05","2018-01-19 07:40:05"
9028,"Canterbury",2,"Yoelqui",3,6,"J Bowditch","Lloyd Kennewell",9.50,6.00,7.00,0.00,3.00,6.14,0,NULL,"2018-01-19 07:55:04","2018-01-19 07:55:04"
9029,"Cranbourne",2,"Troon",11,6,"M Dee","M G Price",4.60,3.40,2.90,2.57,1.35,7.67,1,1,"2018-01-19 08:05:05","2018-01-19 08:05:05"
9030,"Cranbourne",3,"Necessary",7,6,"B Allen","E Jusufovic",3.90,3.20,2.40,2.36,1.22,5.61,4,1,"2018-01-19 08:35:06","2018-01-19 08:35:06"
9031,"Esperance",7,"Another Demon",8,12,"B Kirby","Ms H Harding",7.50,5.00,3.60,0.00,1.55,6.67,4,2,"2018-01-19 08:45:05","2018-01-19 08:45:05"
9032,"Canterbury",4,"Tamarack",2,6,"J Ford","Joseph Pride",8.00,5.50,5.50,0.00,2.40,5.68,1,4,"2018-01-19 08:55:09","2018-01-19 08:55:09"
9033,"Cranbourne",4,"Electron",8,1,"J Mcneil","R D Griffiths",6.00,4.40,2.70,2.50,1.12,6.06,4,1,"2018-01-19 09:05:05","2018-01-19 09:05:05"
9034,"Esperance",8,"Stopwatch",12,8,"C Forder","Meryl Hayley",6.00,4.60,9.00,0.00,2.50,5.07,3,NULL,"2018-01-19 09:20:05","2018-01-19 09:20:05"
9035,"Canterbury",5,"De La Hoya",7,5,"R Thompson","M K Mason",21.00,10.00,10.00,0.00,2.70,5.24,1,NULL,"2018-01-19 09:20:06","2018-01-19 09:20:06"
9036,"Cranbourne",5,"Don't Doubt Marley",5,7,"B Allen","John R Allen",10.00,6.00,13.00,0.00,5.00,6.67,1,NULL,"2018-01-19 09:35:05","2018-01-19 09:35:05"
9037,"Canterbury",6,"Luiza",6,2,"H Bowman","C J Waller",6.50,4.60,4.80,0.00,2.05,6.35,4,NULL,"2018-01-19 09:50:05","2018-01-19 09:50:05"
9038,"Cranbourne",6,"Pachino Boy",10,1,"C Robertson","Ms W Kelly",41.00,11.00,17.00,0.00,3.60,6.65,2,NULL,"2018-01-19 10:05:06","2018-01-19 10:05:06"
9039,"Canterbury",7,"Hammond Lane",4,8,"A Hyeronimus","J N Englebrecht",6.00,4.60,5.50,0.00,1.85,5.07,1,NULL,"2018-01-19 10:20:06","2018-01-19 10:20:06"
9040,"Cranbourne",7,"Peruggia",5,3,"J Mcneil","D K Weir",4.80,3.80,4.20,0.00,2.05,5.48,2,4,"2018-01-19 10:35:05","2018-01-19 10:35:05"
9041,"Canterbury",8,"Mate Story",13,2,"J Van Overmeire","Jean Dubois",10.00,6.00,5.00,0.00,2.00,6.67,3,4,"2018-01-19 10:50:05","2018-01-19 10:50:05"
9042,"Cranbourne",8,"Seductive Miss",7,1,"T Stockdale","J P Salanitri",4.40,3.50,3.00,0.00,1.30,5.84,2,2,"2018-01-19 11:05:06","2018-01-19 11:05:06"
9043,"Gore",1,"Elana Rose",11,5,"K Kwo","L R Beckett",9.00,6.00,6.00,0.00,2.15,5.56,1,4,"2018-01-19 23:35:03","2018-01-19 23:35:03"
9044,"Randwick",1,"Estijaab",8,9,"B Avdulla","M, W & J Hawkes",5.50,3.80,3.40,4.46,1.45,8.13,3,1,"2018-01-20 01:45:03","2018-01-20 01:45:03"
9045,"Flemington",1,"Mutarakem",11,3,"M Walker","C J Waller",9.50,6.00,6.00,0.00,2.05,6.14,1,NULL,"2018-01-20 02:05:04","2018-01-20 02:05:04"
